,full_reference_code,Defect,Category,section_name,section_number,sub_section_name,sub_section_number,topic_name,topic_number,sub_topic_name,sub_topic_number,point
467,6.1.7 (g) (i),(g) A transmission shaft constant velocity joint boot: (i) severely deteriorated,Minor,"Body, structure and attachments",6,Structure and attachments,1,Transmission,7.0,,,(g) (i)
468,6.1.7 (g) (ii),"(g) A transmission shaft constant velocity joint boot: (ii) missing, split or insecure so that it no longer prevents the ingress of dirt",Major,"Body, structure and attachments",6,Structure and attachments,1,Transmission,7.0,,,(g) (ii)
469,6.1.8 (a) (i),(a) An engine mounting or bracket: (i) severely damaged or deteriorated resulting in excessive movement,Major,"Body, structure and attachments",6,Structure and attachments,1,Engine mountings,8.0,,,(a) (i)
470,6.1.8 (a) (ii),"(a) An engine mounting or bracket: (ii) fractured, missing or excessively loose",Dangerous,"Body, structure and attachments",6,Structure and attachments,1,Engine mountings,8.0,,,(a) (ii)
471,6.2.1 (a) (i),"(a) A body panel or body component: (i) damaged or corroded and likely to cause injury when grazed or contacted, or insecure",Major,"Body, structure and attachments",6,Body and interior,2,Body condition,1.0,,,(a) (i)
472,6.2.1 (a) (ii),(a) A body panel or body component: (ii) likely to become detached,Dangerous,"Body, structure and attachments",6,Body and interior,2,Body condition,1.0,,,(a) (ii)
473,6.2.1 (b) (i),(b) A body pillar: (i) insecure,Major,"Body, structure and attachments",6,Body and interior,2,Body condition,1.0,,,(b) (i)
474,6.2.1 (b) (ii),(b) A body pillar: (ii) so insecure that load stability or security likely to be seriously impaired,Dangerous,"Body, structure and attachments",6,Body and interior,2,Body condition,1.0,,,(b) (ii)
475,6.2.1 (c) (i),(c) The passenger compartment in such a condition that: (i) it permits the entry of exhaust fumes,Major,"Body, structure and attachments",6,Body and interior,2,Body condition,1.0,,,(c) (i)
476,6.2.1 (c) (ii),(c) The passenger compartment in such a condition that: (ii) exhaust fumes lead to a danger to health of persons on board,Dangerous,"Body, structure and attachments",6,Body and interior,2,Body condition,1.0,,,(c) (ii)
477,6.2.1 (d) (i),(d) Body: (i) has an unsafe modification,Major,"Body, structure and attachments",6,Body and interior,2,Body condition,1.0,,,(d) (i)
478,6.2.1 (d) (ii),(d) Body: (ii) modification likely to adversely affect braking or steering,Dangerous,"Body, structure and attachments",6,Body and interior,2,Body condition,1.0,,,(d) (ii)
479,6.2.1 (e),"(e) A bootlid, tailgate, dropside, loading door or access panel cannot be secured in the closed position",Major,"Body, structure and attachments",6,Body and interior,2,Body condition,1.0,,,(e)
480,6.2.2 (a) (i),(a) A body or cab: (i) insecure,Major,"Body, structure and attachments",6,Body and interior,2,Cab and body mounting,2.0,,,(a) (i)
481,6.2.2 (a) (ii),(a) A body or cab: (ii) insecure to the extent that stability is seriously impaired,Dangerous,"Body, structure and attachments",6,Body and interior,2,Cab and body mounting,2.0,,,(a) (ii)
482,6.2.2 (b),(b) A body or cab obviously not squarely located on chassis,Major,"Body, structure and attachments",6,Body and interior,2,Cab and body mounting,2.0,,,(b)
483,6.2.2 (c) (i),(c) Body or cab mounting: (i) fixings missing or insecure such that overall security is significantly reduced,Major,"Body, structure and attachments",6,Body and interior,2,Cab and body mounting,2.0,,,(c) (i)
484,6.2.2 (c) (ii),(c) Body or cab mounting: (ii) fixings missing or insecure such that stability is seriously impaired,Dangerous,"Body, structure and attachments",6,Body and interior,2,Cab and body mounting,2.0,,,(c) (ii)
485,6.2.2 (d) (i),"(d) Body, cab or chassis: (i) excessively corroded at mounting points",Major,"Body, structure and attachments",6,Body and interior,2,Cab and body mounting,2.0,,,(d) (i)
486,6.2.2 (d) (ii),"(d) Body, cab or chassis: (ii) corroded at mounting points to the extent that overall security or stability is seriously impaired",Dangerous,"Body, structure and attachments",6,Body and interior,2,Cab and body mounting,2.0,,,(d) (ii)
487,6.2.3 (a),(a) A door will not open using the relevant control or close properly,Major,"Body, structure and attachments",6,Body and interior,2,Doors and door catches,3.0,,,(a)
488,6.2.3 (b) (i),(b) A door likely to open inadvertently or not remain closed: (i) in the case of a sliding door,Major,"Body, structure and attachments",6,Body and interior,2,Doors and door catches,3.0,,,(b) (i)
489,6.2.3 (b) (ii),(b) A door likely to open inadvertently or not remain closed: (ii) in the case of a turning door,Dangerous,"Body, structure and attachments",6,Body and interior,2,Doors and door catches,3.0,,,(b) (ii)
490,6.2.3 (c) (i),"(c) A door hinge, catch or pillar: (i) excessively deteriorated",Minor,"Body, structure and attachments",6,Body and interior,2,Doors and door catches,3.0,,,(c) (i)
491,6.2.3 (c) (ii),"(c) A door hinge, catch or pillar: (ii) missing or insecure",Major,"Body, structure and attachments",6,Body and interior,2,Doors and door catches,3.0,,,(c) (ii)
492,6.2.4 (a) (i),(a) A floor: (i) excessively deteriorated or insecure,Major,"Body, structure and attachments",6,Body and interior,2,Floor,4.0,,,(a) (i)
493,6.2.4 (a) (ii),"(a) A floor: (ii) so deteriorated or insecure it is likely to cause loss of control of the vehicle, injury, load insecurity or instability",Dangerous,"Body, structure and attachments",6,Body and interior,2,Floor,4.0,,,(a) (ii)
494,6.2.5 (a) (i),(a) A driver’s seat: (i) with a defective structure,Major,"Body, structure and attachments",6,Body and interior,2,Driver’s seat,5.0,,,(a) (i)
495,6.2.5 (a) (ii),(a) A driver’s seat: (ii) insecure,Dangerous,"Body, structure and attachments",6,Body and interior,2,Driver’s seat,5.0,,,(a) (ii)
496,6.2.5 (b) (i),(b) A driver’s seat: (i) fore and aft adjustment mechanism not working as intended,Major,"Body, structure and attachments",6,Body and interior,2,Driver’s seat,5.0,,,(b) (i)
497,6.2.5 (b) (ii),(b) A driver’s seat: (ii) seat moving inadvertently or backrest cannot be retained in the upright position,Dangerous,"Body, structure and attachments",6,Body and interior,2,Driver’s seat,5.0,,,(b) (ii)
498,6.2.6 (a) (i),(a) A passenger seat: (i) with a defective structure or the backrest cannot be retained in the upright position,Major,"Body, structure and attachments",6,Body and interior,2,Passenger seats,6.0,,,(a) (i)
499,6.2.6 (a) (ii),(a) A passenger seat: (ii) insecure,Dangerous,"Body, structure and attachments",6,Body and interior,2,Passenger seats,6.0,,,(a) (ii)
500,6.2.7 (a) (i),(a) A driving control necessary for the safe operation of the vehicle: (i) not functioning correctly,Major,"Body, structure and attachments",6,Body and interior,2,Driving controls,7.0,,,(a) (i)
501,6.2.7 (a) (ii),(a) A driving control necessary for the safe operation of the vehicle: (ii) not working or functioning such that safe operation of the vehicle is affected,Dangerous,"Body, structure and attachments",6,Body and interior,2,Driving controls,7.0,,,(a) (ii)
502,6.2.8 (a) (i),(a) A cab step or step ring: (i) insecure,Minor,"Body, structure and attachments",6,Body and interior,2,Cab steps (if fitted),8.0,,,(a) (i)
503,6.2.8 (a) (ii),(a) A cab step or step ring: (ii) so insecure that it is likely to cause injury,Major,"Body, structure and attachments",6,Body and interior,2,Cab steps (if fitted),8.0,,,(a) (ii)
504,6.2.8 (b),(b) A cab step or step ring in such a condition that it is likely to cause injury,Major,"Body, structure and attachments",6,Body and interior,2,Cab steps (if fitted),8.0,,,(b)
505,6.2.12 (a),(a) A handgrip or footrest missing or insecure,Major,"Body, structure and attachments",6,Body and interior,2,Handgrips and footrests,12.0,,,(a)
506,7.1.1 (a) (i),(a) The strength or continuity of the load bearing structure within 30cm of any seat belt anchorage (a ’prescribed area’): (i) is significantly reduced or inadequately repaired,Major,Other equipment,7,Seat belts and supplementary restraint systems (SRS),1,Seat belt security,1.0,,,(a) (i)
507,7.1.1 (a) (ii),(a) The strength or continuity of the load bearing structure within 30cm of any seat belt anchorage (a ’prescribed area’): (ii) anchorage likely to become detached in the event of a collision,Dangerous,Other equipment,7,Seat belts and supplementary restraint systems (SRS),1,Seat belt security,1.0,,,(a) (ii)
508,7.1.1 (b),(b) Seat belt anchorage loose,Major,Other equipment,7,Seat belts and supplementary restraint systems (SRS),1,Seat belt security,1.0,,,(b)
509,7.1.2 (a),(a) A statutory seat belt missing,Major,Other equipment,7,Seat belts and supplementary restraint systems (SRS),1,Seat belt fitment and condition,2.0,,,(a)
510,7.1.2 (b) (i),(b) A seat belt: (i) or flexible stalk damaged,Major,Other equipment,7,Seat belts and supplementary restraint systems (SRS),1,Seat belt fitment and condition,2.0,,,(b) (i)
511,7.1.2 (b) (ii),(b) A seat belt: (ii) webbing or flexible stalk significantly stretched or weakened,Dangerous,Other equipment,7,Seat belts and supplementary restraint systems (SRS),1,Seat belt fitment and condition,2.0,,,(b) (ii)
512,7.1.2 (c),(c) Seat belt not functioning as intended or of an incorrect type,Major,Other equipment,7,Seat belts and supplementary restraint systems (SRS),1,Seat belt fitment and condition,2.0,,,(c)
513,7.1.2 (d),"(d) Seat belt buckle missing, damaged or not functioning as intended",Major,Other equipment,7,Seat belts and supplementary restraint systems (SRS),1,Seat belt fitment and condition,2.0,,,(d)
514,7.1.2 (e),(e) Seat belt retractor not functioning as intended,Major,Other equipment,7,Seat belts and supplementary restraint systems (SRS),1,Seat belt fitment and condition,2.0,,,(e)
515,7.1.3 (a),(a) A seat belt load limiter fitted as original equipment obviously missing or a folded webbing type load limiter deployed,Major,Other equipment,7,Seat belts and supplementary restraint systems (SRS),1,Seat belt load limiters,3.0,,,(a)
516,7.1.4 (a),(a) A seat belt pre-tensioner fitted as original equipment obviously missing or deployed,Major,Other equipment,7,Seat belts and supplementary restraint systems (SRS),1,Seat belt pre-tensioners,4.0,,,(a)
517,7.1.5 (a),(a) An airbag fitted as original equipment obviously missing,Major,Other equipment,7,Seat belts and supplementary restraint systems (SRS),1,Airbags,5.0,,,(a)
518,7.1.5 (c),(c) An airbag obviously inoperative,Major,Other equipment,7,Seat belts and supplementary restraint systems (SRS),1,Airbags,5.0,,,(c)
519,7.1.6 (a),(a) An SRS malfunction indicator lamp (MIL) indicates a system malfunction,Major,Other equipment,7,Seat belts and supplementary restraint systems (SRS),1,Supplementary restraint system (SRS),6.0,,,(a)
520,7.3 (a),(a) Steering lock missing or not functioning,Minor,Other equipment,7,Anti-theft device,3,,,,,(a)
521,7.3 (b),(b) Steering lock inadvertently engaging,Dangerous,Other equipment,7,Anti-theft device,3,,,,,(b)
522,7.7 (a),(a) Audible warning not working,Major,Other equipment,7,Audible warning (horn),7,,,,,(a)
523,7.7 (b),(b) Audible warning control insecure,Minor,Other equipment,7,Audible warning (horn),7,,,,,(b)
524,7.7 (c),(c) Audible warning not in accordance with requirements,Major,Other equipment,7,Audible warning (horn),7,,,,,(c)
525,7.8 (a),(a) Speedometer not fitted where one is required,Major,Other equipment,7,Speedometer,8,,,,,(a)
526,7.8 (b) (i),(b) Speedometer: (i) operation impaired,Minor,Other equipment,7,Speedometer,8,,,,,(b) (i)
527,7.8 (b) (ii),(b) Speedometer: (ii) not working,Major,Other equipment,7,Speedometer,8,,,,,(b) (ii)
528,7.8 (c) (i),(c) Speedometer: (i) not sufficiently illuminated,Minor,Other equipment,7,Speedometer,8,,,,,(c) (i)
529,7.8 (c) (ii),(c) Speedometer: (ii) not illuminated,Major,Other equipment,7,Speedometer,8,,,,,(c) (ii)
530,7.10 (a),(a) Speed limiter not fitted in accordance with the requirements,Major,Other equipment,7,Speed limiter (if required),10,,,,,(a)
531,7.10 (b),(b) Speed limiter obviously not operational,Major,Other equipment,7,Speed limiter (if required),10,,,,,(b)
532,7.10 (c),(c) Speed limiter with an incorrect set speed,Major,Other equipment,7,Speed limiter (if required),10,,,,,(c)
533,7.10 (d),(d) Speed limiter tamperproof device missing or defective,Major,Other equipment,7,Speed limiter (if required),10,,,,,(d)
534,7.10 (e),(e) Speed limiter plate missing or illegible,Major,Other equipment,7,Speed limiter (if required),10,,,,,(e)
535,7.12 (a),(a) Wheel speed sensors missing or damaged,Major,Other equipment,7,Electronic stability control (ESC),12,,,,,(a)
536,7.12 (b),(b) ESC wiring damaged,Major,Other equipment,7,Electronic stability control (ESC),12,,,,,(b)
537,7.12 (c),(c) Other ESC component missing or damaged,Major,Other equipment,7,Electronic stability control (ESC),12,,,,,(c)
538,7.12 (d),(d) ESC switch damaged or not functioning correctly,Major,Other equipment,7,Electronic stability control (ESC),12,,,,,(d)
539,7.12 (e),(e) ESC MIL indicates a system malfunction,Major,Other equipment,7,Electronic stability control (ESC),12,,,,,(e)
540,8.1.1 (a),(a) Exhaust noise levels in excess of those permitted,Major,Nuisance,8,Noise,1,Noise suppression system,1.0,,,(a)
541,8.1.1 (b) (i),(b) Any part of the noise suppression system: (i) insecure,Major,Nuisance,8,Noise,1,Noise suppression system,1.0,,,(b) (i)
542,8.1.1 (b) (ii),(b) Any part of the noise suppression system: (ii) likely to become detached,Dangerous,Nuisance,8,Noise,1,Noise suppression system,1.0,,,(b) (ii)
543,8.2.1.1 (a),"(a) Emission control equipment fitted by the manufacturer: missing, obviously modified or obviously defective",Major,Nuisance,8,Exhaust emissions,2,Spark ignition engine emissions,1.0,Exhaust emission control equipment,1.0,(a)
544,8.2.1.1 (b),(b) An induction or exhaust leak that could affect emissions levels,Major,Nuisance,8,Exhaust emissions,2,Spark ignition engine emissions,1.0,Exhaust emission control equipment,1.0,(b)
545,8.2.1.2 (a),(a) Emissions levels exceed the manufacturer’s specified limits,Major,Nuisance,8,Exhaust emissions,2,Spark ignition engine emissions,1.0,Gaseous emissions,2.0,(a)
546,8.2.1.2 (b),(b) Emissions levels exceed default limits,Major,Nuisance,8,Exhaust emissions,2,Spark ignition engine emissions,1.0,Gaseous emissions,2.0,(b)
547,8.2.1.2 (c),(c) Lambda coefficient outside the default limits or the range specified by the manufacturer,Major,Nuisance,8,Exhaust emissions,2,Spark ignition engine emissions,1.0,Gaseous emissions,2.0,(c)
548,8.2.1.2 (d),(d) Emissions test unable to be completed,Major,Nuisance,8,Exhaust emissions,2,Spark ignition engine emissions,1.0,Gaseous emissions,2.0,(d)
549,8.2.1.2 (e),(e) Engine is idling clearly above its normal idle speed,Major,Nuisance,8,Exhaust emissions,2,Spark ignition engine emissions,1.0,Gaseous emissions,2.0,(e)
550,8.2.1.2 (f),(f) Exhaust emits dense blue or clearly visible black smoke for a continuous period of 5 seconds at idle,Major,Nuisance,8,Exhaust emissions,2,Spark ignition engine emissions,1.0,Gaseous emissions,2.0,(f)
551,8.2.1.2 (g),(g) Exhaust emits excessive dense blue or clearly visible black smoke during acceleration which would obscure the view of other road users,Major,Nuisance,8,Exhaust emissions,2,Spark ignition engine emissions,1.0,Gaseous emissions,2.0,(g)
552,8.2.1.2 (h),(h) Engine MIL inoperative or indicating a malfunction,Major,Nuisance,8,Exhaust emissions,2,Spark ignition engine emissions,1.0,Gaseous emissions,2.0,(h)
553,8.2.2.1 (a),"(a) Emission control equipment fitted by the manufacturer missing, obviously modified or obviously defective",Major,Nuisance,8,Exhaust emissions,2,Compression ignition engine emissions,2.0,Exhaust emission control equipment,1.0,(a)
554,8.2.2.1 (b),(b) An induction or exhaust leak that could affect emissions levels,Major,Nuisance,8,Exhaust emissions,2,Compression ignition engine emissions,2.0,Exhaust emission control equipment,1.0,(b)
555,8.2.2.1 (c),(c) Evidence that the diesel particulate filter has been tampered with,Major,Nuisance,8,Exhaust emissions,2,Compression ignition engine emissions,2.0,Exhaust emission control equipment,1.0,(c)
556,8.2.2.2 (a),(a) Smoke opacity levels exceed the manufacturer’s specified limit,Major,Nuisance,8,Exhaust emissions,2,Compression ignition engine emissions,2.0,Opacity,2.0,(a)
557,8.2.2.2 (b),(b) Smoke opacity levels exceed default limit,Major,Nuisance,8,Exhaust emissions,2,Compression ignition engine emissions,2.0,Opacity,2.0,(b)
558,8.2.2.2 (c),(c) Exhaust emits excessive smoke or vapour of any colour to an extent likely to obscure the vision of other road users,Dangerous,Nuisance,8,Exhaust emissions,2,Compression ignition engine emissions,2.0,Opacity,2.0,(c)
559,8.2.2.2 (d),(d) Exhaust on a vehicle fitted with a diesel particulate filter emits visible smoke of any colour,Major,Nuisance,8,Exhaust emissions,2,Compression ignition engine emissions,2.0,Opacity,2.0,(d)
560,8.2.2.2 (e),(e) Emissions test unable to be completed,Major,Nuisance,8,Exhaust emissions,2,Compression ignition engine emissions,2.0,Opacity,2.0,(e)
561,8.2.2.2 (f),(f) Emissions test not completed because smoke levels are significantly in excess of the specified limit values,Major,Nuisance,8,Exhaust emissions,2,Compression ignition engine emissions,2.0,Opacity,2.0,(f)
562,8.2.2.2 (g),(g) Engine MIL inoperative or indicating a malfunction,Major,Nuisance,8,Exhaust emissions,2,Compression ignition engine emissions,2.0,Opacity,2.0,(g)
563,8.4.1.2 (a) (i),(a) Fluid: (i) leaking excessively and likely to harm the environment or to pose a safety risk to other road users,Major,Nuisance,8,Other environmental items,4,Fluid leaks,1.0,Gaseous emissions,2.0,(a) (i)
564,8.4.1.2 (a) (ii),(a) Fluid: (ii) leaking continuously and likely to pose a serious risk to road safety,Dangerous,Nuisance,8,Other environmental items,4,Fluid leaks,1.0,Gaseous emissions,2.0,(a) (ii)
565,9.1.1 (a),(a) An entrance or exit door defective in operation,Major,Supplementary tests for buses and coaches,9,Doors,1,Entrance and exit doors,1.0,,,(a)
566,9.1.1 (b) (i),(b) An entrance or exit door: (i) excessively deteriorated,Minor,Supplementary tests for buses and coaches,9,Doors,1,Entrance and exit doors,1.0,,,(b) (i)
567,9.1.1 (b) (ii),(b) An entrance or exit door: (ii) deteriorated and likely to cause injury,Major,Supplementary tests for buses and coaches,9,Doors,1,Entrance and exit doors,1.0,,,(b) (ii)
568,9.1.1 (c),(c) An entrance or exit door emergency control inoperative,Major,Supplementary tests for buses and coaches,9,Doors,1,Entrance and exit doors,1.0,,,(c)
569,9.1.1 (d),(d) An entrance or exit door remote control or warning device inoperative,Major,Supplementary tests for buses and coaches,9,Doors,1,Entrance and exit doors,1.0,,,(d)
570,9.1.2 (a),(a) An emergency exit defective in operation,Major,Supplementary tests for buses and coaches,9,Doors,1,Emergency exits,2.0,,,(a)
571,9.1.2 (b) (i),(b) An emergency exit sign: (i) illegible or not in accordance with the requirements,Minor,Supplementary tests for buses and coaches,9,Doors,1,Emergency exits,2.0,,,(b) (i)
572,9.1.2 (b) (ii),(b) An emergency exit sign: (ii) missing,Major,Supplementary tests for buses and coaches,9,Doors,1,Emergency exits,2.0,,,(b) (ii)
573,9.1.2 (c),(c) Missing break glass hammer (where required),Minor,Supplementary tests for buses and coaches,9,Doors,1,Emergency exits,2.0,,,(c)
574,9.1.2 (d),(d) No emergency exit provided (where one is required) or access blocked,Major,Supplementary tests for buses and coaches,9,Doors,1,Emergency exits,2.0,,,(d)
575,9.6 (b) (i),(b) A passenger grab handle: (i) defective,Minor,Supplementary tests for buses and coaches,9,Passenger grab handles,6,,,,,(b) (i)
576,9.6 (b) (ii),(b) A passenger grab handle: (ii) insecure or unusable,Major,Supplementary tests for buses and coaches,9,Passenger grab handles,6,,,,,(b) (ii)
577,9.7 (a) (i),(a) A step or stair: (i) in a deteriorated condition,Minor,Supplementary tests for buses and coaches,9,Steps and stairs,7,,,,,(a) (i)
578,9.7 (a) (ii),(a) A step or stair: (ii) significantly damaged,Major,Supplementary tests for buses and coaches,9,Steps and stairs,7,,,,,(a) (ii)
579,9.7 (a) (iii),(a) A step or stair: (iii) in such a condition as to affect the stability of passengers during use,Dangerous,Supplementary tests for buses and coaches,9,Steps and stairs,7,,,,,(a) (iii)
580,9.7 (b),(b) A retractable step not operating correctly,Major,Supplementary tests for buses and coaches,9,Steps and stairs,7,,,,,(b)
581,10.2 (a),"(a) Evidence that original webbing has been cut and/or reworked; eg belts knotted, fraying or fluffing removed/ sealed by burning etc (see note A)",Major,Seat belt installation checks,10,Seat belt installation guidance notes,2,,,,,(a)
582,10.2 (b),(b) Any part of the installation which has a sharp edge which could or is likely to cut or abrade the webbing,Major,Seat belt installation checks,10,Seat belt installation guidance notes,2,,,,,(b)
583,10.2 (c),(c) A directly attached anchorage not secured by standard seat belt mounting bolts and washers as detailed in note D,Major,Seat belt installation checks,10,Seat belt installation guidance notes,2,,,,,(c)
584,10.2 (d),(d) An anchorage insecure,Major,Seat belt installation checks,10,Seat belt installation guidance notes,2,,,,,(d)
585,10.2 (e),(e) A tubular seat frame that has been drilled for the purpose of attaching a seat belt (see note F),Major,Seat belt installation checks,10,Seat belt installation guidance notes,2,,,,,(e)
586,10.2 (f),"(f) A directly attached anchorage not attached to a load bearing member or without suitable reinforcement (see notes I, N and O)",Major,Seat belt installation checks,10,Seat belt installation guidance notes,2,,,,,(f)
587,10.2 (g),(g) Retro-fitted three point belt which is not mounted on a suitable structure (see Diagram 5),Major,Seat belt installation checks,10,Seat belt installation guidance notes,2,,,,,(g)
588,10.2 (h),"(h) Tubular frame legs or tubular “H” pattern legs which have not been reinforced with buttressing and diagonal bracing (see Diagram 6), or buttressing where a floor mounted belt is fitted close to a seat leg",Major,Seat belt installation checks,10,Seat belt installation guidance notes,2,,,,,(h)
589,10.2 (i),(i) Retro-fitted three point belt fitted to a seat on which the leg and frame has not been suitably modified (see note K),Major,Seat belt installation checks,10,Seat belt installation guidance notes,2,,,,,(i)
590,10.2 (j),(j) Rail or other harsh object without suitable padding as required at note M),Major,Seat belt installation checks,10,Seat belt installation guidance notes,2,,,,,(j)
591,10.2 (k),(k) Lower anchorage’s less than 320mm apart (see note P),Major,Seat belt installation checks,10,Seat belt installation guidance notes,2,,,,,(k)
592,10.2 (l),(l) In such a position that loading the belt causes the cushion to be raised or significantly compressed thus allowing the occupant effectively to move forward,Major,Seat belt installation checks,10,Seat belt installation guidance notes,2,,,,,(l)
593,10.2 (m),(m) An anchorage attached to the floor without reinforcement plates of a suitable size and contour (see notes N and O),Major,Seat belt installation checks,10,Seat belt installation guidance notes,2,,,,,(m)
594,10.2 (n),(n) With load spreading washer(s) missing from anchorage bolt,Major,Seat belt installation checks,10,Seat belt installation guidance notes,2,,,,,(n)
595,10.2 (o),(o) Claw type seat mounting with inadequate means of securing claw (see note P),Major,Seat belt installation checks,10,Seat belt installation guidance notes,2,,,,,(o)
596,10.2 (p),"(p) On a seat fitted to a flat rail the bolt does not pass through the leg, rail, floor, and a suitable structural member, or the floor has not been suitably reinforced",Major,Seat belt installation checks,10,Seat belt installation guidance notes,2,,,,,(p)
597,10.2 (q),(q) Tracking for seats and wheelchairs insecure (see note R),Major,Seat belt installation checks,10,Seat belt installation guidance notes,2,,,,,(q)
598,10.2 (r),(r) Free movement for a looped belt more than 25mm at the anchorage,Major,Seat belt installation checks,10,Seat belt installation guidance notes,2,,,,,(r)
599,10.2 (s),(s) Upper anchorage of three point belt less than 475mm above uncompressed seat cushion measured parallel to the seat back (see note T),Major,Seat belt installation checks,10,Seat belt installation guidance notes,2,,,,,(s)
600,10.2 (t),(t) Upper anchorage of three point belt(s) less than 110mm from centre line of seat (see note T),Major,Seat belt installation checks,10,Seat belt installation guidance notes,2,,,,,(t)
601,10.2 (u),"(u) Incorrect positioning of a lap belt or lap section of a three point belt, ie the belt lies across the stomach or forward of the top quarter of the thigh",Major,Seat belt installation checks,10,Seat belt installation guidance notes,2,,,,,(u)
602,10.2 (v),(v) A seat belt component fitted to a seat significantly intrudes into a gangway and is likely to cause injury to a passenger,Major,Seat belt installation checks,10,Seat belt installation guidance notes,2,,,,,(v)
